,age,gender,item purchased,category,purchase amount (usd),location,size,color,season,review rating,subscription status,shipping type,discount applied,previous purchases,payment method,frequency of purchases
2992,41,Female,Socks,Clothing,64,North Dakota,M,Charcoal,Spring,3.9,No,Store Pickup,No,25,Venmo,Weekly
2993,32,Female,Jacket,Outerwear,21,Kansas,L,Indigo,Spring,4.2,No,Free Shipping,No,18,Cash,Bi-Weekly
2994,69,Female,Sweater,Clothing,100,Nevada,S,White,Winter,3.5,No,Store Pickup,No,14,Bank Transfer,Quarterly
2995,29,Female,Jeans,Clothing,96,Virginia,M,Orange,Summer,2.5,No,Standard,No,42,Debit Card,Bi-Weekly
2996,70,Female,Jewelry,Accessories,91,Utah,M,White,Spring,2.9,No,Express,No,6,Venmo,Every 3 Months
2997,41,Female,Sweater,Clothing,40,Idaho,S,Yellow,Spring,2.7,No,Next Day Air,No,14,Venmo,Every 3 Months
2998,31,Female,Hoodie,Clothing,53,Alaska,M,Red,Summer,4.7,No,Express,No,30,Debit Card,Quarterly
2999,31,Female,Sunglasses,Accessories,48,New Hampshire,S,Charcoal,Winter,3.8,No,Standard,No,10,Cash,Monthly
3000,57,Female,Sandals,Footwear,70,Ohio,M,Lavender,Winter,3.7,No,Express,No,7,PayPal,Weekly
3001,29,Female,Coat,Outerwear,29,Montana,L,Charcoal,Summer,4.7,No,Express,No,28,Credit Card,Quarterly
3002,70,Female,Belt,Accessories,29,Louisiana,M,Maroon,Fall,3.6,No,Next Day Air,No,19,Bank Transfer,Quarterly
3003,51,Female,Blouse,Clothing,53,Oregon,M,Brown,Fall,2.8,No,Express,No,13,Credit Card,Every 3 Months
3004,45,Female,Skirt,Clothing,79,Arizona,M,Lavender,Winter,3.7,No,Store Pickup,No,23,Venmo,Fortnightly
3005,18,Female,Shorts,Clothing,65,Alaska,XL,Brown,Spring,3.5,No,Express,No,5,Venmo,Weekly
3006,37,Female,Dress,Clothing,99,Utah,M,Olive,Summer,3.7,No,Store Pickup,No,17,Venmo,Bi-Weekly
3007,23,Female,Sunglasses,Accessories,60,New York,L,Lavender,Winter,3.0,No,Next Day Air,No,31,Venmo,Weekly
3008,39,Female,Shoes,Footwear,86,New Mexico,M,Gold,Winter,4.9,No,Free Shipping,No,19,PayPal,Weekly
3009,62,Female,Belt,Accessories,73,Louisiana,M,Silver,Winter,4.6,No,Free Shipping,No,8,Venmo,Fortnightly
3010,70,Female,Belt,Accessories,45,Ohio,M,Violet,Winter,3.3,No,Free Shipping,No,15,Credit Card,Annually
3011,20,Female,Belt,Accessories,70,Nevada,S,Brown,Summer,3.0,No,Next Day Air,No,18,Credit Card,Every 3 Months
3012,42,Female,Belt,Accessories,65,Idaho,M,Teal,Fall,3.5,No,Standard,No,16,PayPal,Annually
3013,41,Female,Skirt,Clothing,55,Arizona,L,Peach,Summer,4.2,No,Store Pickup,No,13,Cash,Monthly
3014,24,Female,T-shirt,Clothing,65,Utah,M,Maroon,Spring,4.5,No,Express,No,38,PayPal,Every 3 Months
3015,37,Female,Scarf,Accessories,21,Wyoming,XL,Lavender,Spring,2.8,No,Express,No,27,Bank Transfer,Bi-Weekly
3016,30,Female,Blouse,Clothing,26,Indiana,L,Lavender,Summer,4.9,No,Store Pickup,No,31,Bank Transfer,Quarterly
3017,58,Female,Sunglasses,Accessories,71,Wisconsin,S,Purple,Summer,3.3,No,Next Day Air,No,24,Cash,Bi-Weekly
3018,43,Female,Boots,Footwear,41,Texas,M,Green,Summer,3.0,No,Free Shipping,No,21,Debit Card,Bi-Weekly
3019,19,Female,Jacket,Outerwear,44,Utah,M,Yellow,Winter,3.9,No,2-Day Shipping,No,15,PayPal,Annually
3020,23,Female,Jeans,Clothing,81,Arkansas,S,Charcoal,Fall,2.8,No,Store Pickup,No,48,Venmo,Every 3 Months
3021,65,Female,Sunglasses,Accessories,77,Pennsylvania,S,Blue,Summer,4.5,No,2-Day Shipping,No,47,Cash,Quarterly
3022,58,Female,Sandals,Footwear,26,Georgia,M,Lavender,Fall,4.0,No,Free Shipping,No,23,PayPal,Weekly
3023,50,Female,Backpack,Accessories,31,Indiana,M,Brown,Summer,2.9,No,Express,No,4,PayPal,Quarterly
3024,67,Female,Blouse,Clothing,82,Idaho,S,White,Spring,4.0,No,Free Shipping,No,47,Credit Card,Every 3 Months
3025,40,Female,Shoes,Footwear,60,Montana,XL,Green,Summer,3.4,No,Store Pickup,No,7,PayPal,Monthly
3026,55,Female,Shirt,Clothing,70,Tennessee,L,Magenta,Fall,2.5,No,Free Shipping,No,6,Credit Card,Annually
3027,52,Female,Hoodie,Clothing,26,West Virginia,XL,Peach,Winter,2.8,No,2-Day Shipping,No,47,Credit Card,Quarterly
3028,62,Female,Dress,Clothing,100,California,L,Charcoal,Summer,3.0,No,Free Shipping,No,7,PayPal,Every 3 Months
3029,64,Female,Dress,Clothing,82,Georgia,M,Gold,Summer,3.1,No,Free Shipping,No,1,Debit Card,Quarterly
3030,43,Female,Sneakers,Footwear,24,Maryland,XL,Purple,Spring,2.6,No,2-Day Shipping,No,23,Credit Card,Weekly
3031,61,Female,Blouse,Clothing,74,Idaho,L,Teal,Summer,4.9,No,2-Day Shipping,No,30,Credit Card,Monthly
3032,26,Female,Backpack,Accessories,58,California,XL,Green,Summer,3.5,No,Next Day Air,No,24,Credit Card,Quarterly
3033,22,Female,Sweater,Clothing,56,Alabama,L,Orange,Spring,2.6,No,Store Pickup,No,9,PayPal,Weekly
3034,51,Female,Boots,Footwear,37,Utah,L,Peach,Spring,3.5,No,2-Day Shipping,No,25,Credit Card,Quarterly
3035,69,Female,Handbag,Accessories,64,Kentucky,M,Gold,Spring,4.5,No,Free Shipping,No,18,Cash,Bi-Weekly
3036,50,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,4.3,No,Next Day Air,No,7,Venmo,Fortnightly
3037,51,Female,Belt,Accessories,44,Iowa,L,Charcoal,Summer,4.8,No,Next Day Air,No,2,Cash,Annually
3038,56,Female,Jewelry,Accessories,39,Georgia,M,Brown,Summer,4.2,No,Free Shipping,No,36,Debit Card,Annually
3039,59,Female,Blouse,Clothing,48,Alabama,L,Blue,Spring,3.2,No,Next Day Air,No,31,PayPal,Bi-Weekly
3040,18,Female,Handbag,Accessories,32,Nebraska,M,Gold,Fall,4.1,No,Express,No,10,Cash,Fortnightly
3041,48,Female,Handbag,Accessories,79,Rhode Island,M,Orange,Winter,4.0,No,Express,No,27,PayPal,Monthly
3042,53,Female,Coat,Outerwear,27,South Dakota,L,Turquoise,Winter,2.9,No,Next Day Air,No,14,PayPal,Every 3 Months
3043,45,Female,Belt,Accessories,98,Illinois,S,Peach,Fall,2.6,No,Store Pickup,No,17,Credit Card,Monthly
3044,21,Female,Boots,Footwear,67,North Carolina,M,Magenta,Winter,2.7,No,Free Shipping,No,10,Bank Transfer,Quarterly
3045,42,Female,Socks,Clothing,37,Florida,L,Black,Winter,4.6,No,2-Day Shipping,No,4,PayPal,Bi-Weekly
3046,60,Female,Shoes,Footwear,49,Pennsylvania,M,White,Spring,3.2,No,Store Pickup,No,25,Cash,Every 3 Months
3047,21,Female,Sneakers,Footwear,74,Vermont,M,Violet,Fall,4.1,No,2-Day Shipping,No,3,PayPal,Bi-Weekly
3048,69,Female,Jewelry,Accessories,93,Colorado,M,Olive,Summer,3.9,No,Standard,No,47,Venmo,Fortnightly
3049,40,Female,Handbag,Accessories,60,Utah,L,Red,Summer,3.0,No,Next Day Air,No,41,Bank Transfer,Bi-Weekly
3050,31,Female,Coat,Outerwear,76,Kentucky,S,Green,Spring,3.6,No,Standard,No,28,Venmo,Every 3 Months
3051,44,Female,Sunglasses,Accessories,64,Wyoming,L,Gold,Summer,4.6,No,Express,No,49,Debit Card,Every 3 Months
3052,48,Female,Shoes,Footwear,38,Maine,XL,Olive,Spring,4.5,No,Store Pickup,No,7,Bank Transfer,Fortnightly
3053,32,Female,Shoes,Footwear,91,Maine,L,Brown,Winter,3.2,No,Next Day Air,No,22,Bank Transfer,Monthly
3054,42,Female,Boots,Footwear,70,New Hampshire,S,Magenta,Summer,4.9,No,2-Day Shipping,No,34,Venmo,Monthly
3055,27,Female,Sandals,Footwear,22,Kansas,M,Violet,Fall,5.0,No,Standard,No,5,Debit Card,Bi-Weekly
3056,69,Female,Gloves,Accessories,59,New Jersey,M,Beige,Spring,3.8,No,Standard,No,15,Cash,Bi-Weekly
3057,67,Female,Backpack,Accessories,22,North Carolina,M,Blue,Spring,3.4,No,Next Day Air,No,26,Bank Transfer,Weekly
3058,41,Female,Handbag,Accessories,74,West Virginia,S,Orange,Winter,3.8,No,Store Pickup,No,3,Bank Transfer,Fortnightly
3059,46,Female,Sweater,Clothing,71,Kentucky,L,Maroon,Spring,3.2,No,Express,No,42,Credit Card,Quarterly
3060,47,Female,Coat,Outerwear,80,California,S,Charcoal,Summer,4.7,No,Store Pickup,No,1,Venmo,Monthly
3061,33,Female,T-shirt,Clothing,59,South Dakota,L,Olive,Fall,4.5,No,Express,No,20,PayPal,Every 3 Months
3062,51,Female,Backpack,Accessories,96,California,L,Green,Fall,3.3,No,Standard,No,39,PayPal,Monthly
3063,26,Female,Sunglasses,Accessories,43,Connecticut,L,Brown,Winter,3.9,No,Store Pickup,No,24,Credit Card,Fortnightly
3064,22,Female,Belt,Accessories,76,Idaho,S,Cyan,Winter,3.6,No,Express,No,49,Bank Transfer,Quarterly
3065,49,Female,Jacket,Outerwear,59,North Dakota,M,Beige,Fall,2.8,No,Store Pickup,No,7,Venmo,Bi-Weekly
3066,58,Female,Skirt,Clothing,48,Michigan,L,Teal,Summer,4.3,No,Free Shipping,No,13,Venmo,Every 3 Months
3067,70,Female,Belt,Accessories,22,Missouri,S,Gray,Spring,3.5,No,Free Shipping,No,2,Cash,Weekly
3068,32,Female,Boots,Footwear,40,California,M,Indigo,Winter,4.2,No,Express,No,4,Debit Card,Weekly
3069,62,Female,Jeans,Clothing,73,Delaware,L,Magenta,Spring,4.6,No,Express,No,17,Debit Card,Quarterly
3070,52,Female,Shoes,Footwear,26,Alabama,XL,Red,Fall,2.6,No,Free Shipping,No,43,PayPal,Bi-Weekly
3071,23,Female,Sweater,Clothing,41,New Hampshire,L,Turquoise,Spring,3.4,No,Next Day Air,No,6,PayPal,Monthly
3072,26,Female,Jewelry,Accessories,98,New York,L,Peach,Spring,3.1,No,Standard,No,46,PayPal,Quarterly
3073,58,Female,Shirt,Clothing,63,Oregon,L,White,Winter,3.6,No,Free Shipping,No,7,Debit Card,Bi-Weekly
3074,26,Female,Boots,Footwear,55,Massachusetts,L,Maroon,Winter,4.2,No,Next Day Air,No,34,Debit Card,Fortnightly
3075,54,Female,Shorts,Clothing,90,Utah,XL,Beige,Winter,3.6,No,Standard,No,21,PayPal,Every 3 Months
3076,66,Female,Handbag,Accessories,46,New Hampshire,M,Blue,Summer,3.6,No,Express,No,13,Venmo,Bi-Weekly
3077,60,Female,Sweater,Clothing,88,Illinois,S,Red,Spring,3.0,No,Store Pickup,No,33,Debit Card,Bi-Weekly
3078,32,Female,Belt,Accessories,95,Alaska,M,Blue,Spring,2.5,No,2-Day Shipping,No,24,Bank Transfer,Bi-Weekly
3079,48,Female,Belt,Accessories,31,Wyoming,M,Maroon,Fall,4.0,No,Store Pickup,No,4,Bank Transfer,Annually
3080,69,Female,Hoodie,Clothing,42,Colorado,L,Yellow,Spring,4.1,No,Next Day Air,No,5,Cash,Bi-Weekly
3081,64,Female,Sneakers,Footwear,44,Vermont,L,Pink,Winter,4.9,No,Next Day Air,No,11,Credit Card,Weekly
3082,56,Female,T-shirt,Clothing,99,Utah,M,Maroon,Spring,4.0,No,Next Day Air,No,20,Bank Transfer,Annually
3083,22,Female,Pants,Clothing,20,Illinois,S,Purple,Summer,3.5,No,Store Pickup,No,28,PayPal,Quarterly
3084,46,Female,Scarf,Accessories,37,Idaho,S,Indigo,Spring,3.2,No,Store Pickup,No,43,PayPal,Monthly
3085,24,Female,Sweater,Clothing,50,Nevada,L,Gray,Winter,2.8,No,Store Pickup,No,10,Venmo,Every 3 Months
3086,47,Female,Handbag,Accessories,73,Utah,M,Lavender,Summer,3.5,No,Next Day Air,No,26,Venmo,Every 3 Months
3087,62,Female,Shirt,Clothing,84,North Carolina,M,Charcoal,Spring,3.1,No,Free Shipping,No,29,Bank Transfer,Monthly
3088,34,Female,Dress,Clothing,64,Arkansas,M,Teal,Spring,3.3,No,Store Pickup,No,35,Bank Transfer,Quarterly
3089,50,Female,Sandals,Footwear,21,North Carolina,L,Blue,Fall,4.6,No,Free Shipping,No,23,Cash,Bi-Weekly
3090,29,Female,Shirt,Clothing,36,Texas,M,Peach,Summer,4.9,No,Store Pickup,No,15,Bank Transfer,Quarterly
3091,68,Female,Dress,Clothing,81,Nevada,L,Orange,Winter,3.4,No,2-Day Shipping,No,46,Credit Card,Annually
3092,52,Female,Sunglasses,Accessories,54,Utah,L,Silver,Fall,3.5,No,Next Day Air,No,14,Bank Transfer,Bi-Weekly
3093,29,Female,Socks,Clothing,63,Pennsylvania,L,Red,Summer,4.8,No,Store Pickup,No,17,Cash,Every 3 Months
3094,22,Female,Sandals,Footwear,59,Georgia,M,Gray,Summer,2.7,No,Store Pickup,No,9,Cash,Weekly
3095,62,Female,Hat,Accessories,53,Minnesota,S,Beige,Fall,3.4,No,Standard,No,13,Venmo,Fortnightly
3096,69,Female,Shirt,Clothing,63,Kansas,L,White,Winter,3.5,No,Next Day Air,No,20,Bank Transfer,Monthly
3097,48,Female,Shoes,Footwear,33,Delaware,M,Silver,Fall,3.7,No,Free Shipping,No,39,Bank Transfer,Quarterly
3098,66,Female,Pants,Clothing,64,New Mexico,L,Cyan,Summer,3.3,No,Next Day Air,No,50,Bank Transfer,Quarterly
3099,42,Female,Shirt,Clothing,98,Michigan,S,Maroon,Fall,2.9,No,Free Shipping,No,21,Bank Transfer,Bi-Weekly
3100,50,Female,Hat,Accessories,85,Vermont,L,Purple,Winter,3.9,No,Express,No,3,Bank Transfer,Weekly
3101,32,Female,Jewelry,Accessories,82,Idaho,S,Brown,Summer,2.7,No,Express,No,9,PayPal,Fortnightly
3102,51,Female,Jacket,Outerwear,85,South Dakota,M,Green,Summer,4.3,No,Standard,No,29,Cash,Bi-Weekly
3103,27,Female,Shirt,Clothing,37,Illinois,S,Peach,Winter,3.0,No,2-Day Shipping,No,42,Bank Transfer,Weekly
3104,43,Female,Pants,Clothing,56,Georgia,S,Turquoise,Summer,5.0,No,2-Day Shipping,No,41,Debit Card,Fortnightly
3105,48,Female,Skirt,Clothing,33,Oregon,M,Olive,Fall,2.7,No,Express,No,17,Debit Card,Monthly
3106,62,Female,Sandals,Footwear,57,Alabama,M,Yellow,Winter,4.7,No,Next Day Air,No,20,PayPal,Annually
3107,65,Female,Blouse,Clothing,31,Hawaii,L,Gray,Winter,4.6,No,Standard,No,18,Credit Card,Bi-Weekly
3108,50,Female,Socks,Clothing,69,Oregon,M,Purple,Fall,3.2,No,2-Day Shipping,No,7,PayPal,Monthly
3109,60,Female,Jacket,Outerwear,92,Illinois,M,Gray,Winter,4.3,No,Free Shipping,No,47,Bank Transfer,Fortnightly
3110,19,Female,Handbag,Accessories,46,Texas,L,Lavender,Fall,4.6,No,Next Day Air,No,2,Bank Transfer,Bi-Weekly
3111,21,Female,Belt,Accessories,81,Kansas,XL,Indigo,Spring,4.9,No,Free Shipping,No,25,Debit Card,Quarterly
3112,19,Female,Blouse,Clothing,97,Texas,S,Green,Fall,3.8,No,Express,No,26,Venmo,Annually
3113,46,Female,Shirt,Clothing,93,Nebraska,L,Green,Summer,2.6,No,Express,No,2,Debit Card,Weekly
3114,21,Female,Handbag,Accessories,56,Arkansas,M,Olive,Spring,4.7,No,Store Pickup,No,45,Venmo,Bi-Weekly
3115,26,Female,Scarf,Accessories,53,South Dakota,M,Charcoal,Fall,4.1,No,Free Shipping,No,9,Bank Transfer,Bi-Weekly
3116,50,Female,Coat,Outerwear,66,Montana,L,Gray,Spring,3.7,No,Store Pickup,No,1,Venmo,Weekly
3117,43,Female,Hoodie,Clothing,50,Florida,M,Olive,Fall,3.0,No,Free Shipping,No,4,PayPal,Bi-Weekly
3118,61,Female,Shorts,Clothing,97,Virginia,L,Blue,Summer,4.7,No,Standard,No,31,Debit Card,Quarterly
3119,63,Female,Sandals,Footwear,79,Louisiana,XL,Silver,Winter,4.7,No,2-Day Shipping,No,21,Credit Card,Every 3 Months
3120,46,Female,Shirt,Clothing,76,Louisiana,M,Magenta,Fall,4.0,No,Store Pickup,No,32,Debit Card,Fortnightly
3121,63,Female,Hoodie,Clothing,38,Louisiana,L,Black,Fall,2.6,No,Standard,No,16,Venmo,Weekly
3122,23,Female,Socks,Clothing,45,Georgia,M,Pink,Fall,3.0,No,Express,No,34,Credit Card,Fortnightly
3123,57,Female,Handbag,Accessories,77,Iowa,XL,Red,Fall,3.3,No,Next Day Air,No,40,Venmo,Bi-Weekly
3124,57,Female,Jewelry,Accessories,51,California,M,Peach,Summer,3.4,No,Standard,No,4,Cash,Every 3 Months
3125,33,Female,Coat,Outerwear,26,Oregon,L,Lavender,Spring,4.0,No,Standard,No,3,Cash,Quarterly
3126,57,Female,Sunglasses,Accessories,76,Maine,L,Lavender,Winter,2.6,No,Store Pickup,No,28,Bank Transfer,Bi-Weekly
3127,55,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,3.4,No,Free Shipping,No,43,Credit Card,Every 3 Months
3128,65,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,4.4,No,Standard,No,20,Cash,Annually
3129,60,Female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,4.7,No,Express,No,40,Venmo,Every 3 Months
3130,52,Female,Pants,Clothing,20,Vermont,M,Yellow,Summer,4.5,No,Store Pickup,No,34,Venmo,Every 3 Months
3131,34,Female,Jacket,Outerwear,59,North Dakota,M,Peach,Fall,2.9,No,Store Pickup,No,11,Bank Transfer,Every 3 Months
3132,33,Female,Sweater,Clothing,97,Michigan,M,Yellow,Summer,4.2,No,Express,No,26,Cash,Quarterly
3133,58,Female,T-shirt,Clothing,68,Arkansas,M,Orange,Spring,4.1,No,Next Day Air,No,29,Cash,Bi-Weekly
3134,35,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,4.4,No,Store Pickup,No,47,Bank Transfer,Weekly
3135,68,Female,Shoes,Footwear,85,Indiana,L,Yellow,Spring,4.7,No,Free Shipping,No,48,Venmo,Fortnightly
3136,58,Female,Skirt,Clothing,32,Minnesota,M,Gray,Fall,3.1,No,Next Day Air,No,29,Cash,Bi-Weekly
3137,34,Female,Coat,Outerwear,44,Louisiana,M,Turquoise,Spring,2.7,No,2-Day Shipping,No,14,Bank Transfer,Monthly
3138,47,Female,Blouse,Clothing,95,Kentucky,L,Gray,Fall,4.6,No,Next Day Air,No,40,Cash,Every 3 Months
3139,35,Female,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,4.4,No,Next Day Air,No,4,Venmo,Weekly
3140,34,Female,Gloves,Accessories,44,Alaska,XL,Peach,Summer,4.6,No,Free Shipping,No,37,Bank Transfer,Weekly
3141,36,Female,Sunglasses,Accessories,30,Mississippi,S,Peach,Winter,4.9,No,Express,No,47,Credit Card,Bi-Weekly
3142,23,Female,Sneakers,Footwear,21,Kansas,L,Magenta,Winter,4.0,No,2-Day Shipping,No,1,Venmo,Quarterly
3143,68,Female,Hoodie,Clothing,22,Arizona,M,Purple,Summer,2.9,No,Store Pickup,No,26,Cash,Quarterly
3144,23,Female,Boots,Footwear,70,Maine,L,Beige,Spring,2.6,No,Free Shipping,No,12,Debit Card,Quarterly
3145,57,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,4.6,No,Standard,No,16,PayPal,Fortnightly
3146,21,Female,Shirt,Clothing,83,Virginia,S,Yellow,Winter,4.9,No,Free Shipping,No,19,PayPal,Annually
3147,45,Female,Sweater,Clothing,99,North Dakota,M,Pink,Winter,4.3,No,Express,No,21,Credit Card,Weekly
3148,37,Female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,4.3,No,Free Shipping,No,15,Venmo,Weekly
3149,18,Female,Belt,Accessories,40,North Carolina,M,Lavender,Winter,4.6,No,Free Shipping,No,9,Venmo,Annually
3150,55,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,2.6,No,Express,No,7,Bank Transfer,Bi-Weekly
3151,52,Female,T-shirt,Clothing,64,New Mexico,L,Orange,Fall,3.1,No,2-Day Shipping,No,47,Bank Transfer,Quarterly
3152,49,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,No,Store Pickup,No,17,PayPal,Monthly
3153,56,Female,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,No,Next Day Air,No,46,Venmo,Fortnightly
3154,27,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,4.4,No,Standard,No,32,Cash,Quarterly
3155,22,Female,Handbag,Accessories,90,Montana,M,Brown,Fall,4.3,No,Free Shipping,No,34,Cash,Annually
3156,18,Female,Shirt,Clothing,50,Montana,M,Black,Winter,3.1,No,2-Day Shipping,No,18,Cash,Monthly
3157,21,Female,Belt,Accessories,34,Maine,L,Red,Fall,3.1,No,Store Pickup,No,5,Debit Card,Fortnightly
3158,30,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,2-Day Shipping,No,44,Credit Card,Monthly
3159,62,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,Store Pickup,No,4,Bank Transfer,Quarterly
3160,28,Female,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,3.8,No,Next Day Air,No,37,Cash,Fortnightly
3161,66,Female,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,4.2,No,2-Day Shipping,No,43,Cash,Monthly
3162,66,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,3.9,No,Standard,No,28,Bank Transfer,Quarterly
3163,49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Express,No,36,Cash,Monthly
3164,40,Female,Dress,Clothing,32,Arizona,L,Silver,Winter,2.6,No,Standard,No,16,Credit Card,Annually
3165,49,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3.0,No,Store Pickup,No,38,Bank Transfer,Every 3 Months
3166,19,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Next Day Air,No,37,Bank Transfer,Fortnightly
3167,24,Female,Dress,Clothing,78,Oregon,M,Blue,Fall,2.8,No,2-Day Shipping,No,9,Cash,Bi-Weekly
3168,31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,No,2-Day Shipping,No,14,PayPal,Fortnightly
3169,35,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Free Shipping,No,3,Venmo,Weekly
3170,65,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,No,10,Credit Card,Fortnightly
3171,68,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Express,No,26,Bank Transfer,Bi-Weekly
3172,57,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,No,Standard,No,30,Debit Card,Bi-Weekly
3173,69,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,No,Next Day Air,No,32,PayPal,Fortnightly
3174,45,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,Store Pickup,No,35,PayPal,Monthly
3175,35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,No,26,Debit Card,Every 3 Months
3176,36,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,39,Credit Card,Monthly
3177,55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,No,31,Credit Card,Monthly
3178,66,Female,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,No,Free Shipping,No,28,Credit Card,Annually
3179,57,Female,Shorts,Clothing,88,Idaho,M,Olive,Spring,4.3,No,Free Shipping,No,12,Debit Card,Bi-Weekly
3180,18,Female,Handbag,Accessories,88,Montana,L,Turquoise,Fall,3.8,No,Standard,No,46,PayPal,Weekly
3181,31,Female,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,4.4,No,Free Shipping,No,27,PayPal,Every 3 Months
3182,50,Female,Sunglasses,Accessories,97,Georgia,L,Green,Fall,3.6,No,Free Shipping,No,4,Credit Card,Annually
3183,50,Female,Sneakers,Footwear,56,Mississippi,M,Green,Winter,3.5,No,Standard,No,14,Cash,Every 3 Months
3184,61,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,No,2-Day Shipping,No,30,Venmo,Quarterly
3185,52,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,No,Express,No,6,PayPal,Annually
3186,38,Female,Jewelry,Accessories,93,Virginia,S,Cyan,Winter,4.8,No,Store Pickup,No,43,Venmo,Annually
3187,67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Free Shipping,No,28,Debit Card,Weekly
3188,42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Standard,No,39,Bank Transfer,Monthly
3189,25,Female,Boots,Footwear,87,Kansas,M,Beige,Summer,4.2,No,Store Pickup,No,30,PayPal,Bi-Weekly
3190,41,Female,Jeans,Clothing,78,California,S,Purple,Fall,3.4,No,Free Shipping,No,5,Credit Card,Fortnightly
3191,62,Female,Hoodie,Clothing,68,Mississippi,XL,Maroon,Winter,4.7,No,Store Pickup,No,42,Credit Card,Every 3 Months
3192,19,Female,Sweater,Clothing,76,Iowa,S,Maroon,Fall,3.0,No,Free Shipping,No,20,Cash,Fortnightly
3193,63,Female,Gloves,Accessories,99,Virginia,L,Teal,Winter,4.0,No,Express,No,35,Credit Card,Fortnightly
3194,43,Female,Sneakers,Footwear,52,Maryland,L,Gold,Summer,4.6,No,Standard,No,10,Credit Card,Bi-Weekly
3195,68,Female,Sunglasses,Accessories,58,Missouri,S,Red,Spring,4.9,No,Next Day Air,No,36,Credit Card,Quarterly
3196,24,Female,Belt,Accessories,59,Wisconsin,L,Maroon,Winter,2.8,No,Express,No,21,Debit Card,Fortnightly
3197,27,Female,Sweater,Clothing,71,Maine,M,Teal,Spring,3.2,No,Free Shipping,No,29,Credit Card,Every 3 Months
3198,61,Female,Gloves,Accessories,94,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,39,Debit Card,Weekly
3199,59,Female,Handbag,Accessories,40,Maine,XL,Pink,Winter,4.2,No,Express,No,16,PayPal,Monthly
3200,67,Female,Socks,Clothing,24,Missouri,L,Black,Spring,4.8,No,Free Shipping,No,32,Credit Card,Monthly
3201,46,Female,Pants,Clothing,38,Vermont,S,Indigo,Fall,2.8,No,2-Day Shipping,No,34,Cash,Monthly
3202,65,Female,Scarf,Accessories,37,Wisconsin,L,Green,Fall,4.5,No,Standard,No,38,Venmo,Annually
3203,63,Female,Coat,Outerwear,29,New Jersey,L,Teal,Spring,4.1,No,Express,No,14,Venmo,Annually
3204,57,Female,Jacket,Outerwear,92,New Mexico,XL,Lavender,Fall,4.3,No,Free Shipping,No,23,Debit Card,Bi-Weekly
3205,40,Female,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,4.4,No,2-Day Shipping,No,50,Bank Transfer,Every 3 Months
3206,36,Female,Boots,Footwear,52,California,M,Brown,Winter,3.0,No,Free Shipping,No,49,PayPal,Monthly
3207,67,Female,Socks,Clothing,29,Arizona,XL,Beige,Summer,2.7,No,Next Day Air,No,14,PayPal,Annually
3208,61,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,3.3,No,2-Day Shipping,No,42,PayPal,Weekly
